Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
64,70,Other,50.0,10300,IR1,Other,Inside,Gtl,OldTown,1Fam,2Story,7,6,1921,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,Y,902,808,0,1710,0,0,2,0,3,1,TA,9,0,Missing,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000
65,60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,Y,1057,977,0,2034,1,0,2,1,3,1,Gd,8,0,Missing,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500
66,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Ex,Y,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000
67,20,RL,69.0,19900,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,7,5,1970,1989,Gable,Other,Other,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,Y,2207,0,0,2207,1,0,2,0,3,1,TA,7,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000
68,20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,Y,1479,0,0,1479,1,0,2,0,3,1,Gd,7,0,Missing,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000
69,30,Other,47.0,4608,Reg,Lvl,Other,Gtl,OldTown,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,0.0,TA,Other,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,Y,747,0,0,747,0,0,1,0,2,1,TA,4,0,Missing,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000
70,50,RL,81.0,15593,Reg,Lvl,Other,Gtl,Other,1Fam,1.5Fin,7,4,1953,1953,Gable,Other,Other,0.0,Gd,TA,CBlock,TA,TA,No,Other,603,Unf,0,701,1304,TA,Y,1304,983,0,2287,0,0,2,0,3,1,TA,7,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000
71,20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,7,6,1973,1973,Gable,Other,Other,1115.0,TA,Other,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,Y,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000
72,20,RL,69.0,7599,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Other,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,Y,845,0,0,845,1,0,1,0,2,1,TA,4,0,Missing,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500
73,60,RL,74.0,10141,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,Y,885,833,0,1718,0,0,2,1,3,1,TA,7,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
74,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,7,1954,2003,Gable,Other,Other,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,Other,362,404,1086,Gd,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900
75,50,Other,60.0,5790,Reg,Lvl,Other,Gtl,OldTown,1Fam,2Story,3,6,1915,1950,Other,VinylSd,VinylSd,0.0,Gd,Other,CBlock,Other,TA,No,Unf,0,Unf,0,840,840,Gd,Other,840,765,0,1605,0,0,2,0,3,2,TA,8,0,Missing,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
76,180,Other,21.0,1596,Reg,Lvl,Inside,Gtl,Other,Other,Other,4,5,1973,1973,Gable,Other,Other,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,Y,526,462,0,988,1,0,1,0,2,1,TA,5,0,Missing,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
77,20,RL,69.0,8475,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,Y,952,0,0,952,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750
78,50,Other,50.0,8635,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,5,1948,2001,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,336,Other,41,295,672,TA,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,0,Missing,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
79,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Other,Other,1Story,4,5,1968,1968,Other,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,Other,1768,0,0,1768,0,0,2,0,4,2,TA,8,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500
80,50,Other,60.0,10440,Reg,Lvl,Other,Gtl,OldTown,1Fam,2Story,5,6,1910,1981,Gable,Other,Other,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,0,Missing,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000
81,60,RL,100.0,13000,Reg,Lvl,Other,Gtl,NAmes,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,TA,Other,CBlock,Gd,TA,No,Other,448,Unf,0,448,896,TA,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500
82,120,Other,32.0,4500,Reg,Lvl,Other,Gtl,Other,Other,1Story,6,5,1998,1998,Other,VinylSd,VinylSd,443.0,TA,Other,PConc,Ex,Other,No,GLQ,1201,Unf,0,36,1237,Ex,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,Missing,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
83,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000
84,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,0,Missing,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,0,7,2007,Other,Normal,126500
85,80,RL,69.0,8530,IR1,Lvl,Inside,Gtl,Other,1Fam,Other,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500
86,60,RL,121.0,16059,Reg,Lvl,Other,Gtl,Other,1Fam,2Story,8,5,1991,1992,Other,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000
87,60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,Y,684,876,0,1560,0,0,2,1,3,1,Gd,6,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000
88,160,Other,40.0,3951,Reg,Lvl,Other,Gtl,Other,Other,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,0,Missing,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,6,2009,Other,Other,164500
89,50,Other,105.0,8470,IR1,Lvl,Other,Gtl,Other,1Fam,1.5Fin,3,2,1915,1982,Other,Other,Other,0.0,Fa,Other,CBlock,TA,Other,No,Unf,0,Unf,0,1013,1013,TA,Other,1013,0,513,1526,0,0,1,0,2,1,Fa,6,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Other,0,0,156,0,0,0,0,10,2009,Other,Other,85000
90,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,Y,990,0,0,990,1,0,1,0,3,1,TA,5,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600
91,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,5,1950,1950,Gable,Other,Other,0.0,TA,TA,Other,Other,Other,Other,Other,0,Other,0,0,0,TA,Y,1040,0,0,1040,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900
92,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,3,1961,1961,Other,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Other,600,Unf,0,635,1235,TA,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,0,Missing,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Other,98600
93,30,RL,80.0,13360,IR1,Other,Inside,Gtl,Other,1Fam,1Story,5,7,1921,2006,Gable,Other,Other,0.0,TA,Other,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,Y,964,0,0,964,1,0,1,0,2,1,TA,5,0,Missing,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
94,190,Other,60.0,7200,Reg,Lvl,Other,Gtl,OldTown,Other,Other,6,6,1910,1998,Other,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Other,Other,Other,1046,Unf,0,168,1214,Ex,Other,1260,1031,0,2291,0,1,2,0,4,2,TA,9,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
95,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Other,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,0,Missing,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
96,60,RL,69.0,9765,IR2,Lvl,Other,Gtl,Other,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,Ex,Other,PConc,Gd,Other,No,ALQ,310,Unf,0,370,680,Gd,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000
97,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,0,Missing,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
98,20,RL,73.0,10921,Reg,Other,Inside,Gtl,Other,1Fam,1Story,4,5,1965,1965,Other,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Other,520,Unf,0,440,960,TA,Y,960,0,0,960,1,0,1,0,3,1,TA,6,0,Missing,Attchd,1965.0,Fin,1,432,TA,TA,Other,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
99,30,RL,85.0,10625,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,5,5,1920,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Other,Other,835,0,0,835,0,0,1,0,2,1,TA,5,0,Missing,Other,1920.0,Unf,1,366,Other,TA,Y,0,0,77,0,0,0,400,5,2010,Other,Other,83000
100,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,1Fam,1Story,4,5,1959,1959,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Other,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
101,20,RL,69.0,10603,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,6,7,1977,2001,Gable,Other,Other,28.0,TA,TA,PConc,TA,TA,Other,ALQ,1200,Unf,0,410,1610,Gd,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000
102,60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,Y,977,755,0,1732,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
103,90,RL,64.0,7018,Reg,Other,Inside,Gtl,Other,Other,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,0.0,TA,Other,Other,Other,Other,Other,Other,0,Other,0,0,0,TA,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,0,Missing,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Other,118964
104,20,RL,94.0,10402,IR1,Lvl,Other,Gtl,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,Y,1226,0,0,1226,0,0,2,0,3,1,Gd,6,0,Missing,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
105,50,Other,69.0,7758,Reg,Lvl,Other,Gtl,Other,1Fam,1.5Fin,7,4,1931,1950,Gable,Other,Other,600.0,TA,Other,PConc,TA,TA,No,Other,224,Unf,0,816,1040,Ex,Y,1226,592,0,1818,0,0,1,1,4,1,TA,7,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500
106,60,Other,75.0,9375,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2003,2004,Other,VinylSd,VinylSd,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Ex,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
107,30,Other,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,4,7,1885,1995,Other,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Other,TA,No,Unf,0,Unf,0,641,641,Gd,Y,1047,0,0,1047,0,0,1,0,2,1,TA,6,0,Missing,Detchd,1954.0,Unf,1,273,Other,Other,Other,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
108,20,Other,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,Other,169,516,789,Ex,Y,789,0,0,789,0,0,1,0,2,1,TA,5,0,Missing,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Other,115000
109,50,Other,85.0,8500,Reg,Lvl,Other,Gtl,Other,1Fam,1.5Fin,5,7,1919,2005,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,TA,Other,997,520,0,1517,0,0,2,0,3,1,Fa,7,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Other,0,0,144,0,0,0,0,8,2007,WD,Normal,115000
110,20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,6,6,1977,1977,Other,Other,Other,480.0,TA,TA,CBlock,Gd,TA,No,Other,705,Unf,0,1139,1844,Ex,Y,1844,0,0,1844,0,0,2,0,3,1,TA,7,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,0,122,0,0,0,0,0,1,2010,Other,Normal,190000
111,50,RL,75.0,9525,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,6,4,1954,1972,Gable,Other,Other,0.0,TA,TA,CBlock,TA,Other,No,Other,444,Unf,0,550,994,Gd,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,0,Missing,Attchd,1954.0,Unf,1,325,TA,TA,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
112,80,RL,69.0,7750,IR1,Lvl,Inside,Gtl,Other,1Fam,Other,7,5,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Ex,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,2000.0,Fin,2,400,TA,TA,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
113,60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Ex,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,TA,Y,120,184,0,0,168,0,0,10,2007,Other,Other,383970
114,20,RL,69.0,21000,Reg,Other,Other,Gtl,Other,1Fam,1Story,6,5,1953,1953,Other,Other,Other,184.0,TA,Other,CBlock,Gd,TA,Other,ALQ,35,Other,869,905,1809,TA,Y,2259,0,0,2259,1,0,2,0,3,1,Gd,7,2,Gd,Other,1953.0,Unf,2,450,TA,TA,Y,166,120,192,0,0,0,0,10,2007,Other,Other,217000
115,70,RL,61.0,7259,IR1,Lvl,Inside,Other,Other,1Fam,2Story,6,8,1945,2002,Other,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,Other,150,104,1028,Ex,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,1,TA,Detchd,1945.0,Unf,1,180,TA,TA,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
116,160,Other,34.0,3230,Reg,Lvl,Other,Gtl,Other,Other,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Gd,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,1,Other,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
117,20,RL,69.0,11616,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,5,1962,1962,Gable,Other,Other,116.0,TA,TA,CBlock,TA,TA,No,Other,170,Other,670,252,1092,TA,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,1,Other,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
118,20,RL,74.0,8536,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,Y,1125,0,0,1125,0,0,1,1,2,1,TA,5,0,Missing,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,64,0,0,0,0,0,4,2007,Other,Other,155000
119,60,RL,90.0,12376,Reg,Lvl,Other,Gtl,Other,1Fam,2Story,7,5,1990,1990,Other,Other,Other,0.0,TA,TA,PConc,Gd,TA,Other,GLQ,1470,Unf,0,203,1673,Gd,Y,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,2,TA,Attchd,1990.0,Unf,3,594,TA,TA,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
120,60,RL,65.0,8461,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,0,24,0,0,0,0,0,7,2006,Other,Other,163990
121,80,RL,69.0,21453,IR1,Other,Other,Other,Other,1Fam,Other,6,5,1969,1969,Other,Other,Other,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,Ex,Y,988,0,0,988,1,0,1,0,1,1,TA,4,2,TA,Attchd,1969.0,Unf,2,540,TA,TA,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
122,50,Other,50.0,6060,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,4,5,1939,1950,Gable,Other,Other,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,732,Gd,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,0,Missing,Detchd,1979.0,Unf,1,264,TA,TA,Other,0,0,140,0,0,0,0,6,2007,WD,Normal,100000
123,20,RL,75.0,9464,Reg,Lvl,Other,Gtl,NAmes,1Fam,1Story,6,7,1958,1958,Other,MetalSd,MetalSd,135.0,TA,Other,CBlock,TA,TA,No,Other,570,Unf,0,510,1080,Gd,Y,1080,0,0,1080,0,0,1,0,3,1,TA,5,0,Missing,Attchd,1958.0,Unf,1,288,TA,TA,Y,0,0,0,0,130,0,0,6,2008,WD,Normal,136000
124,120,RL,55.0,7892,Reg,Lvl,Inside,Gtl,Other,Other,1Story,6,5,1993,1993,Gable,Other,Other,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,Ex,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,0,Missing,Attchd,1993.0,RFn,2,530,TA,TA,Y,0,63,0,0,0,0,0,3,2008,WD,Normal,153900
125,20,RL,48.0,17043,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,0.0,TA,Other,CBlock,Gd,Other,No,Unf,0,Unf,0,1362,1362,TA,Y,1586,0,0,1586,0,0,2,0,3,1,TA,7,1,TA,Attchd,1979.0,Unf,2,435,TA,TA,Y,192,0,0,0,0,0,0,1,2009,WD,Normal,181000
126,190,Other,60.0,6780,Reg,Lvl,Inside,Gtl,Other,Other,1.5Fin,6,8,1935,1982,Gable,Other,Other,0.0,TA,Other,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,520,Gd,Other,520,0,234,754,1,0,1,0,2,1,TA,5,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Other,53,0,0,0,0,0,0,6,2006,WD,Normal,84500
127,120,RL,69.0,4928,IR1,Lvl,Inside,Gtl,Other,Other,1Story,6,5,1976,1976,Gable,Other,Other,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,TA,Y,958,0,0,958,0,0,2,0,2,1,TA,5,1,TA,Attchd,1977.0,RFn,2,440,TA,TA,Y,0,205,0,0,0,0,0,2,2007,WD,Normal,128000
128,45,Other,55.0,4388,IR1,Other,Inside,Gtl,OldTown,1Fam,Other,5,7,1930,1950,Gable,Other,Other,0.0,TA,Other,BrkTil,TA,TA,No,Other,116,Unf,0,556,672,Ex,Y,840,0,0,840,0,0,1,0,3,1,TA,5,1,TA,Other,1980.0,Missing,0,0,Other,Other,Other,0,0,0,0,0,0,0,6,2007,WD,Normal,87000
129,60,RL,69.0,7590,Reg,Lvl,Inside,Gtl,NAmes,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,266.0,TA,TA,CBlock,TA,TA,No,Other,512,Unf,0,148,660,TA,Y,660,688,0,1348,0,0,1,1,3,1,TA,6,1,Other,Attchd,1966.0,RFn,2,453,TA,TA,Y,188,108,0,0,0,0,0,7,2006,WD,Normal,155000
